month,provincia,band,median_eur_kWh,mean_eur_kWh,n
2025-02,Cádiz,AC,0.4,0.3914814864864864,148
2025-02,Cádiz,DC,0.47,0.4817808219178082,292
2025-02,Córdoba,AC,0.39,0.3810434782608696,115
2025-02,Córdoba,DC,0.47,0.4801818181818182,220
2025-02,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-02,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-02,Girona,AC,0.4,0.4147750865051903,289
2025-02,Girona,DC,0.47,0.4825272331154684,459
2025-02,Granada,AC,0.39,0.3764732142857143,224
2025-02,Granada,DC,0.47,0.4836879432624113,423
2025-02,Guadalajara,AC,0.42,0.4105263157894737,133
2025-02,Guadalajara,DC,0.47,0.4840727272727272,275
2025-02,Huelva,AC,0.39,0.3709345794392523,107
2025-02,Huelva,DC,0.48,0.4898347107438017,121
2025-02,Huesca,AC,0.39,0.3842156862745098,204
2025-02,Huesca,DC,0.5,0.4879127725856698,321
2025-02,Illes Balears,AC,0.39,0.3848387096774193,155
2025-02,Illes Balears,DC,0.47,0.4876960784313725,204
2025-02,Jaén,AC,0.45,0.3961111111111111,54
2025-02,Jaén,DC,0.47,0.497958115183246,191
2025-02,La Rioja,AC,0.39,0.3892537313432836,67
2025-02,La Rioja,DC,0.5,0.4946616541353384,133
2025-02,Las Palmas,AC,0.38,0.3484269662921349,89
2025-02,Las Palmas,DC,0.45,0.4720858895705521,163
2025-02,León,AC,0.39,0.3585849056603773,106
2025-02,León,DC,0.47,0.4870344827586207,145
2025-02,Lleida,AC,0.39,0.4127918781725888,197
2025-02,Lleida,DC,0.47,0.4796526054590571,403
2025-02,Lugo,AC,0.42,0.4185483870967741,62
2025-02,Lugo,DC,0.47,0.4832085561497326,187
2025-02,Madrid,AC,0.4,0.3904431914893617,940
2025-02,Madrid,DC,0.47,0.4830125523012552,1434
2025-02,Murcia,AC,0.39,0.3858359621451104,317
2025-02,Murcia,DC,0.47,0.4635436893203884,618
2025-02,Málaga,AC,0.39,0.3625909090909091,220
2025-02,Málaga,DC,0.47,0.4783152173913044,368
2025-02,Navarra,AC,0.39,0.3851754385964913,228
2025-02,Navarra,DC,0.47,0.4873415132924335,489
2025-02,Ourense,AC,0.39,0.3935897435897436,39
2025-02,Ourense,DC,0.47,0.4656730769230769,104
2025-02,Palencia,AC,0.385,0.3571739130434782,46
2025-02,Palencia,DC,0.47,0.4745833333333333,96
2025-02,Pontevedra,AC,0.39,0.3997849462365591,93
2025-02,Pontevedra,DC,0.47,0.463015873015873,252
2025-02,Salamanca,AC,0.35,0.3481707317073171,82
2025-02,Salamanca,DC,0.47,0.4850724637681159,138
2025-02,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-02,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-02,Segovia,AC,0.39,0.3856320754716981,106
2025-02,Segovia,DC,0.5,0.4994554455445544,202
2025-02,Sevilla,AC,0.39,0.3925587467362924,383
2025-02,Sevilla,DC,0.48,0.4886220472440944,508
2025-02,Soria,AC,0.37,0.3574,50
2025-02,Soria,DC,0.47,0.48,74
2025-02,Tarragona,AC,0.39,0.3815584415584415,154
2025-02,Tarragona,DC,0.47,0.4782568807339449,327
2025-02,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-02,Teruel,AC,0.39,0.3641605839416058,137
2025-02,Teruel,DC,0.47,0.478590308370044,227
2025-02,Toledo,AC,0.42,0.4004651162790697,215
2025-02,Toledo,DC,0.47,0.4856009070294784,441
2025-02,Valencia,AC,0.39,0.3636526946107784,501
2025-02,Valencia,DC,0.47,0.4705511515151515,825
2025-02,Valladolid,AC,0.36,0.3509090909090909,165
2025-02,Valladolid,DC,0.47,0.4860828025477707,314
2025-02,Zamora,AC,0.3,0.3346031746031745,63
2025-02,Zamora,DC,0.47,0.4941489361702127,94
2025-02,Zaragoza,AC,0.39,0.3838775510204081,245
2025-02,Zaragoza,DC,0.49,0.4883177570093458,535
2025-02,Álava,AC,0.37,0.3695833333333333,96
2025-02,Álava,DC,0.47,0.4931506849315068,219
2025-02,Ávila,AC,0.38,0.3667032967032966,91
2025-02,Ávila,DC,0.47,0.4984343434343434,198
2025-03,A Coruña,AC,0.4,0.4117037037037037,135
2025-03,A Coruña,DC,0.47,0.476518771331058,293
2025-03,Alacant,AC,0.39,0.3707428571428571,350
2025-03,Alacant,DC,0.47,0.4721119133574007,554
2025-03,Albacete,AC,0.4,0.4074038461538461,104
2025-03,Albacete,DC,0.47,0.4787323943661972,284
2025-03,Almería,AC,0.35,0.3508045977011494,87
2025-03,Almería,DC,0.47,0.4761722488038277,209
2025-03,Asturias,AC,0.4,0.4013937282229965,287
2025-03,Asturias,DC,0.48,0.4886054421768707,294
2025-03,Badajoz,AC,0.38,0.373203125,128
2025-03,Badajoz,DC,0.47,0.4804,250
2025-03,Barcelona,AC,0.39,0.3767543859649123,684
2025-03,Barcelona,DC,0.47,0.4645170731707317,1025
2025-03,Bizkaia,AC,0.35,0.3542,150
2025-03,Bizkaia,DC,0.47,0.483414847161572,229
2025-03,Burgos,AC,0.35,0.3702816901408451,213
2025-03,Burgos,DC,0.48,0.4948293963254593,381
2025-03,Cantabria,AC,0.34,0.353542600896861,223
2025-03,Cantabria,DC,0.48,0.491711229946524,187
2025-03,Castellón,AC,0.39,0.3681679389312977,131
2025-03,Castellón,DC,0.47,0.4848611111111111,216
2025-03,Ceuta,AC,0.25,0.25,1
2025-03,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-03,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-03,Cuenca,AC,0.4,0.4306153846153845,65
2025-03,Cuenca,DC,0.47,0.4950898203592814,167
2025-03,Cáceres,AC,0.4,0.389448275862069,145
2025-03,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-03,Cádiz,AC,0.4,0.3914814864864864,148
2025-03,Cádiz,DC,0.47,0.4817808219178082,292
2025-03,Córdoba,AC,0.39,0.3810434782608696,115
2025-03,Córdoba,DC,0.47,0.4801818181818182,220
2025-03,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-03,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-03,Girona,AC,0.4,0.4147750865051903,289
2025-03,Girona,DC,0.47,0.4825272331154684,459
2025-03,Granada,AC,0.39,0.3764732142857143,224
2025-03,Granada,DC,0.47,0.4836879432624113,423
2025-03,Guadalajara,AC,0.42,0.4105263157894737,133
2025-03,Guadalajara,DC,0.47,0.4840727272727272,275
2025-03,Huelva,AC,0.39,0.3709345794392523,107
2025-03,Huelva,DC,0.48,0.4898347107438017,121
2025-03,Huesca,AC,0.39,0.3842156862745098,204
2025-03,Huesca,DC,0.5,0.4879127725856698,321
2025-03,Illes Balears,AC,0.39,0.3848387096774193,155
2025-03,Illes Balears,DC,0.47,0.4876960784313725,204
2025-03,Jaén,AC,0.45,0.3961111111111111,54
2025-03,Jaén,DC,0.47,0.497958115183246,191
2025-03,La Rioja,AC,0.39,0.3892537313432836,67
2025-03,La Rioja,DC,0.5,0.4946616541353384,133
2025-03,Las Palmas,AC,0.38,0.3484269662921349,89
2025-03,Las Palmas,DC,0.45,0.4720858895705521,163
2025-03,León,AC,0.39,0.3585849056603773,106
2025-03,León,DC,0.47,0.4870344827586207,145
2025-03,Lleida,AC,0.39,0.4127918781725888,197
2025-03,Lleida,DC,0.47,0.4796526054590571,403
2025-03,Lugo,AC,0.42,0.4185483870967741,62
2025-03,Lugo,DC,0.47,0.4832085561497326,187
2025-03,Madrid,AC,0.4,0.3904431914893617,940
2025-03,Madrid,DC,0.47,0.4830125523012552,1434
2025-03,Murcia,AC,0.39,0.3858359621451104,317
2025-03,Murcia,DC,0.47,0.4635436893203884,618
2025-03,Málaga,AC,0.39,0.3625909090909091,220
2025-03,Málaga,DC,0.47,0.4783152173913044,368
2025-03,Navarra,AC,0.39,0.3851754385964913,228
2025-03,Navarra,DC,0.47,0.4873415132924335,489
2025-03,Ourense,AC,0.39,0.3935897435897436,39
2025-03,Ourense,DC,0.47,0.4656730769230769,104
2025-03,Palencia,AC,0.385,0.3571739130434782,46
2025-03,Palencia,DC,0.47,0.4745833333333333,96
2025-03,Pontevedra,AC,0.39,0.3997849462365591,93
2025-03,Pontevedra,DC,0.47,0.463015873015873,252
2025-03,Salamanca,AC,0.35,0.3481707317073171,82
2025-03,Salamanca,DC,0.47,0.4850724637681159,138
2025-03,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-03,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-03,Segovia,AC,0.39,0.3856320754716981,106
2025-03,Segovia,DC,0.5,0.4994554455445544,202
2025-03,Sevilla,AC,0.39,0.3925587467362924,383
2025-03,Sevilla,DC,0.48,0.4886220472440944,508
2025-03,Soria,AC,0.37,0.3574,50
2025-03,Soria,DC,0.47,0.48,74
2025-03,Tarragona,AC,0.39,0.3815584415584415,154
2025-03,Tarragona,DC,0.47,0.4782568807339449,327
2025-03,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-03,Teruel,AC,0.39,0.3641605839416058,137
2025-03,Teruel,DC,0.47,0.478590308370044,227
2025-03,Toledo,AC,0.42,0.4004651162790697,215
2025-03,Toledo,DC,0.47,0.4856009070294784,441
2025-03,Valencia,AC,0.39,0.3636526946107784,501
2025-03,Valencia,DC,0.47,0.4705511515151515,825
2025-03,Valladolid,AC,0.36,0.3509090909090909,165
2025-03,Valladolid,DC,0.47,0.4860828025477707,314
2025-03,Zamora,AC,0.3,0.3346031746031745,63
2025-03,Zamora,DC,0.47,0.4941489361702127,94
2025-03,Zaragoza,AC,0.39,0.3838775510204081,245
2025-03,Zaragoza,DC,0.49,0.4883177570093458,535
2025-03,Álava,AC,0.37,0.3695833333333333,96
2025-03,Álava,DC,0.47,0.4931506849315068,219
2025-03,Ávila,AC,0.38,0.3667032967032966,91
2025-03,Ávila,DC,0.47,0.4984343434343434,198
2025-04,A Coruña,AC,0.4,0.4117037037037037,135
2025-04,A Coruña,DC,0.47,0.476518771331058,293
2025-04,Alacant,AC,0.39,0.3707428571428571,350
2025-04,Alacant,DC,0.47,0.4721119133574007,554
2025-04,Albacete,AC,0.4,0.4074038461538461,104
2025-04,Albacete,DC,0.47,0.4787323943661972,284
2025-04,Almería,AC,0.35,0.3508045977011494,87
2025-04,Almería,DC,0.47,0.4761722488038277,209
2025-04,Asturias,AC,0.4,0.4013937282229965,287
2025-04,Asturias,DC,0.48,0.4886054421768707,294
2025-04,Badajoz,AC,0.38,0.373203125,128
2025-04,Badajoz,DC,0.47,0.4804,250
2025-04,Barcelona,AC,0.39,0.3767543859649123,684
2025-04,Barcelona,DC,0.47,0.4645170731707317,1025
2025-04,Bizkaia,AC,0.35,0.3542,150
2025-04,Bizkaia,DC,0.47,0.483414847161572,229
2025-04,Burgos,AC,0.35,0.3702816901408451,213
2025-04,Burgos,DC,0.48,0.4948293963254593,381
2025-04,Cantabria,AC,0.34,0.353542600896861,223
2025-04,Cantabria,DC,0.48,0.491711229946524,187
2025-04,Castellón,AC,0.39,0.3681679389312977,131
2025-04,Castellón,DC,0.47,0.4848611111111111,216
2025-04,Ceuta,AC,0.25,0.25,1
2025-04,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-04,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-04,Cuenca,AC,0.4,0.4306153846153845,65
2025-04,Cuenca,DC,0.47,0.4950898203592814,167
2025-04,Cáceres,AC,0.4,0.389448275862069,145
2025-04,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-04,Cádiz,AC,0.4,0.3914814864864864,148
2025-04,Cádiz,DC,0.47,0.4817808219178082,292
2025-04,Córdoba,AC,0.39,0.3810434782608696,115
2025-04,Córdoba,DC,0.47,0.4801818181818182,220
2025-04,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-04,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-04,Girona,AC,0.4,0.4147750865051903,289
2025-04,Girona,DC,0.47,0.4825272331154684,459
2025-04,Granada,AC,0.39,0.3764732142857143,224
2025-04,Granada,DC,0.47,0.4836879432624113,423
2025-04,Guadalajara,AC,0.42,0.4105263157894737,133
2025-04,Guadalajara,DC,0.47,0.4840727272727272,275
2025-04,Huelva,AC,0.39,0.3709345794392523,107
2025-04,Huelva,DC,0.48,0.4898347107438017,121
2025-04,Huesca,AC,0.39,0.3842156862745098,204
2025-04,Huesca,DC,0.5,0.4879127725856698,321
2025-04,Illes Balears,AC,0.39,0.3848387096774193,155
2025-04,Illes Balears,DC,0.47,0.4876960784313725,204
2025-04,Jaén,AC,0.45,0.3961111111111111,54
2025-04,Jaén,DC,0.47,0.497958115183246,191
2025-04,La Rioja,AC,0.39,0.3892537313432836,67
2025-04,La Rioja,DC,0.5,0.4946616541353384,133
2025-04,Las Palmas,AC,0.38,0.3484269662921349,89
2025-04,Las Palmas,DC,0.45,0.4720858895705521,163
2025-04,León,AC,0.39,0.3585849056603773,106
2025-04,León,DC,0.47,0.4870344827586207,145
2025-04,Lleida,AC,0.39,0.4127918781725888,197
2025-04,Lleida,DC,0.47,0.4796526054590571,403
2025-04,Lugo,AC,0.42,0.4185483870967741,62
2025-04,Lugo,DC,0.47,0.4832085561497326,187
2025-04,Madrid,AC,0.4,0.3904431914893617,940
2025-04,Madrid,DC,0.47,0.4830125523012552,1434
2025-04,Murcia,AC,0.39,0.3858359621451104,317
2025-04,Murcia,DC,0.47,0.4635436893203884,618
2025-04,Málaga,AC,0.39,0.3625909090909091,220
2025-04,Málaga,DC,0.47,0.4783152173913044,368
2025-04,Navarra,AC,0.39,0.3851754385964913,228
2025-04,Navarra,DC,0.47,0.4873415132924335,489
2025-04,Ourense,AC,0.39,0.3935897435897436,39
2025-04,Ourense,DC,0.47,0.4656730769230769,104
2025-04,Palencia,AC,0.385,0.3571739130434782,46
2025-04,Palencia,DC,0.47,0.4745833333333333,96
2025-04,Pontevedra,AC,0.39,0.3997849462365591,93
2025-04,Pontevedra,DC,0.47,0.463015873015873,252
2025-04,Salamanca,AC,0.35,0.3481707317073171,82
2025-04,Salamanca,DC,0.47,0.4850724637681159,138
2025-04,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-04,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-04,Segovia,AC,0.39,0.3856320754716981,106
2025-04,Segovia,DC,0.5,0.4994554455445544,202
2025-04,Sevilla,AC,0.39,0.3925587467362924,383
2025-04,Sevilla,DC,0.48,0.4886220472440944,508
2025-04,Soria,AC,0.37,0.3574,50
2025-04,Soria,DC,0.47,0.48,74
2025-04,Tarragona,AC,0.39,0.3815584415584415,154
2025-04,Tarragona,DC,0.47,0.4782568807339449,327
2025-04,Territorio no asociado a ninguna provincia,AC,0.25,0.25,1
2025-04,Teruel,AC,0.39,0.3641605839416058,137
2025-04,Teruel,DC,0.47,0.478590308370044,227
2025-04,Toledo,AC,0.42,0.4004651162790697,215
2025-04,Toledo,DC,0.47,0.4856009070294784,441
2025-04,Valencia,AC,0.39,0.3636526946107784,501
2025-04,Valencia,DC,0.47,0.4705511515151515,825
2025-04,Valladolid,AC,0.36,0.3509090909090909,165
2025-04,Valladolid,DC,0.47,0.4860828025477707,314
2025-04,Zamora,AC,0.3,0.3346031746031745,63
2025-04,Zamora,DC,0.47,0.4941489361702127,94
2025-04,Zaragoza,AC,0.39,0.3838775510204081,245
2025-04,Zaragoza,DC,0.49,0.4883177570093458,535
2025-04,Álava,AC,0.37,0.3695833333333333,96
2025-04,Álava,DC,0.47,0.4931506849315068,219
2025-04,Ávila,AC,0.38,0.3667032967032966,91
2025-04,Ávila,DC,0.47,0.4984343434343434,198
2025-05,A Coruña,AC,0.4,0.4117037037037037,135
2025-05,A Coruña,DC,0.47,0.476518771331058,293
2025-05,Alacant,AC,0.39,0.3707428571428571,350
2025-05,Alacant,DC,0.47,0.4721119133574007,554
2025-05,Albacete,AC,0.4,0.4074038461538461,104
2025-05,Albacete,DC,0.47,0.4787323943661972,284
2025-05,Almería,AC,0.35,0.3508045977011494,87
2025-05,Almería,DC,0.47,0.4761722488038277,209
2025-05,Asturias,AC,0.4,0.4013937282229965,287
2025-05,Asturias,DC,0.48,0.4886054421768707,294
2025-05,Badajoz,AC,0.38,0.373203125,128
2025-05,Badajoz,DC,0.47,0.4804,250
2025-05,Barcelona,AC,0.39,0.3767543859649123,684
2025-05,Barcelona,DC,0.47,0.4645170731707317,1025
2025-05,Bizkaia,AC,0.35,0.3542,150
2025-05,Bizkaia,DC,0.47,0.483414847161572,229
2025-05,Burgos,AC,0.35,0.3702816901408451,213
2025-05,Burgos,DC,0.48,0.4948293963254593,381
2025-05,Cantabria,AC,0.34,0.353542600896861,223
2025-05,Cantabria,DC,0.48,0.491711229946524,187
2025-05,Castellón,AC,0.39,0.3681679389312977,131
2025-05,Castellón,DC,0.47,0.4848611111111111,216
2025-05,Ceuta,AC,0.25,0.25,1
2025-05,Ciudad Real,AC,0.4,0.4167441860465116,86
2025-05,Ciudad Real,DC,0.47,0.4882432432432432,222
2025-05,Cuenca,AC,0.4,0.4306153846153845,65
2025-05,Cuenca,DC,0.47,0.4950898203592814,167
2025-05,Cáceres,AC,0.4,0.389448275862069,145
2025-05,Cáceres,DC,0.4649999999999999,0.4835849056603773,212
2025-05,Cádiz,AC,0.4,0.3914814864864864,148
2025-05,Cádiz,DC,0.47,0.4817808219178082,292
2025-05,Córdoba,AC,0.39,0.3810434782608696,115
2025-05,Córdoba,DC,0.47,0.4801818181818182,220
2025-05,Gipuzkoa,AC,0.375,0.3713333333333333,90
2025-05,Gipuzkoa,DC,0.47,0.485032679738562,153
2025-05,Girona,AC,0.4,0.4147750865051903,289
2025-05,Girona,DC,0.47,0.4825272331154684,459
2025-05,Granada,AC,0.39,0.3764732142857143,224
2025-05,Granada,DC,0.47,0.4836879432624113,423
2025-05,Guadalajara,AC,0.42,0.4105263157894737,133
2025-05,Guadalajara,DC,0.47,0.4840727272727272,275
2025-05,Huelva,AC,0.39,0.3709345794392523,107
2025-05,Huelva,DC,0.48,0.4898347107438017,121
2025-05,Huesca,AC,0.39,0.3842156862745098,204
2025-05,Huesca,DC,0.5,0.4879127725856698,321
2025-05,Illes Balears,AC,0.39,0.3848387096774193,155
2025-05,Illes Balears,DC,0.47,0.4876960784313725,204
2025-05,Jaén,AC,0.45,0.3961111111111111,54
2025-05,Jaén,DC,0.47,0.497958115183246,191
2025-05,La Rioja,AC,0.39,0.3892537313432836,67
2025-05,La Rioja,DC,0.5,0.4946616541353384,133
2025-05,Las Palmas,AC,0.38,0.3484269662921349,89
2025-05,Las Palmas,DC,0.45,0.4720858895705521,163
2025-05,León,AC,0.39,0.3585849056603773,106
2025-05,León,DC,0.47,0.4870344827586207,145
2025-05,Lleida,AC,0.39,0.4127918781725888,197
2025-05,Lleida,DC,0.47,0.4796526054590571,403
2025-05,Lugo,AC,0.42,0.4185483870967741,62
2025-05,Lugo,DC,0.47,0.4832085561497326,187
2025-05,Madrid,AC,0.4,0.3904431914893617,940
2025-05,Madrid,DC,0.47,0.4830125523012552,1434
2025-05,Murcia,AC,0.39,0.3858359621451104,317
2025-05,Murcia,DC,0.47,0.4635436893203884,618
2025-05,Málaga,AC,0.39,0.3625909090909091,220
2025-05,Málaga,DC,0.47,0.4783152173913044,368
2025-05,Navarra,AC,0.39,0.3851754385964913,228
2025-05,Navarra,DC,0.47,0.4873415132924335,489
2025-05,Ourense,AC,0.39,0.3935897435897436,39
2025-05,Ourense,DC,0.47,0.4656730769230769,104
2025-05,Palencia,AC,0.385,0.3571739130434782,46
2025-05,Palencia,DC,0.47,0.4745833333333333,96
2025-05,Pontevedra,AC,0.39,0.3997849462365591,93
2025-05,Pontevedra,DC,0.47,0.463015873015873,252
2025-05,Salamanca,AC,0.35,0.3481707317073171,82
2025-05,Salamanca,DC,0.47,0.4850724637681159,138
2025-05,Santa Cruz de Tenerife,AC,0.39,0.389468085106383,94
2025-05,Santa Cruz de Tenerife,DC,0.47,0.4970992366412214,131
2025-05,Segovia,AC,0.39,0.3856320754716981,106
2025-05,Segovia,DC,0.5,0.4994554455445544,202
2025-05,Sevilla,AC,0.39,0.3925587467362924,383
2025-05,Sevilla,DC,0.48,0.4886220472440944,508
